origin,destination,year,students
Czechia,Mauritius,2017,1
Estonia,Hungary,2017,16
Estonia,Hungary,2018,12
Estonia,Hungary,2019,22
Estonia,Hungary,2020,14
Estonia,Hungary,2021,9
Austria,Thailand,2020,12
Germany,Latvia,2017,902
Germany,Latvia,2018,1047
Germany,Latvia,2019,995
Germany,Latvia,2020,1011
Germany,Latvia,2021,1031
Germany,Belgium,2017,598
Germany,Belgium,2018,405
Germany,Belgium,2019,609
Germany,Belgium,2020,681
Germany,Belgium,2021,656
Andorra,Portugal,2017,12
Andorra,Portugal,2018,11
Andorra,Portugal,2019,10
Andorra,Portugal,2020,14
Andorra,Portugal,2021,10
Austria,United States of America,2017,840.13546
Austria,United States of America,2018,845.01257
Austria,United States of America,2020,812.12667
Austria,United States of America,2021,665.71014
France,Cyprus,2017,12
France,Cyprus,2018,12
France,Cyprus,2019,15
France,Cyprus,2020,13
France,Cyprus,2021,20
Finland,Japan,2017,173
Finland,Japan,2018,192
Finland,Japan,2019,152
Finland,Japan,2020,183
Finland,Japan,2021,119
Austria,Finland,2017,83
Austria,Finland,2018,79
Austria,Finland,2019,67
Austria,Finland,2020,84
Austria,Finland,2021,79
France,Austria,2017,530.48333
France,Austria,2018,529.75758
France,Austria,2019,509.86763
France,Austria,2020,476.77333
France,Austria,2021,570.49058
Germany,United Republic of Tanzania,2021,10
Belarus,Iran,2018,1
Belarus,Iran,2019,1
Belgium,Qatar,2017,1
Belgium,Qatar,2018,3
Belgium,Qatar,2019,1
Belgium,Qatar,2020,3
Belgium,Qatar,2021,3
Finland,India,2017,5
Finland,India,2018,3
Finland,India,2019,1
Finland,India,2020,4
Finland,India,2021,1
Bosnia and Herzegovina,Jordan,2017,4
Bosnia and Herzegovina,Jordan,2018,3
Bosnia and Herzegovina,Jordan,2019,4
Bosnia and Herzegovina,Jordan,2020,5
Bosnia and Herzegovina,Jordan,2021,5
Croatia,Serbia,2017,600
Croatia,Serbia,2018,554
Croatia,Serbia,2019,545
Croatia,Serbia,2020,485
Croatia,Serbia,2021,366
Estonia,Türkiye,2017,7
Estonia,Türkiye,2018,9
Estonia,Türkiye,2019,10
Estonia,Türkiye,2020,10
Estonia,Türkiye,2021,9
Bulgaria,United Kingdom,2017,6287
Bulgaria,United Kingdom,2018,6037
Bulgaria,United Kingdom,2019,6120
Bulgaria,United Kingdom,2020,5951
Bulgaria,United Kingdom,2021,5763
Greece,Italy,2017,1890
Greece,Italy,2018,1863
Greece,Italy,2019,1155
Greece,Italy,2020,1162
Greece,Italy,2021,1505
Croatia,Indonesia,2017,1
Croatia,Indonesia,2018,1
Greece,Romania,2017,959
Greece,Romania,2018,876
Greece,Romania,2019,860
Greece,Romania,2020,906
Greece,Romania,2021,1016
Albania,Bulgaria,2017,242
Albania,Bulgaria,2018,276
Albania,Bulgaria,2019,310
Albania,Bulgaria,2020,336
Albania,Bulgaria,2021,308
Denmark,Bahrain,2018,1
Denmark,Bahrain,2019,1
Denmark,Bahrain,2020,1
Czechia,Portugal,2017,14
Czechia,Portugal,2018,13
Czechia,Portugal,2019,16
Czechia,Portugal,2020,14
Czechia,Portugal,2021,13
Greece,Iran,2019,3
Greece,Iran,2020,2
Belgium,Ghana,2017,1
Belgium,Ghana,2018,1
Belgium,Ghana,2019,1
France,Poland,2017,538
France,Poland,2018,293
France,Poland,2019,291
France,Poland,2020,250
France,Poland,2021,262
Bulgaria,Germany,2017,6372
Bulgaria,Germany,2018,6435
Bulgaria,Germany,2019,6150
Bulgaria,Germany,2020,6331
Bulgaria,Germany,2021,6072
Czechia,Georgia,2018,1
Czechia,Georgia,2019,1
Czechia,Georgia,2020,2
Czechia,Georgia,2021,1
Denmark,Thailand,2020,22
Andorra,New Zealand,2019,1
Andorra,New Zealand,2021,1
Bulgaria,Latvia,2017,3
Bulgaria,Latvia,2018,5
Bulgaria,Latvia,2019,2
Bulgaria,Latvia,2020,2
Bulgaria,Latvia,2021,3
Croatia,South Korea,2017,6
Croatia,South Korea,2018,6
Croatia,South Korea,2019,4
Croatia,South Korea,2020,6
Croatia,South Korea,2021,6
Croatia,North Macedonia,2017,15
Croatia,North Macedonia,2018,12
Croatia,North Macedonia,2019,13
Croatia,North Macedonia,2020,14
Croatia,North Macedonia,2021,14
Estonia,France,2017,108
Estonia,France,2018,62
Estonia,France,2019,56
Estonia,France,2020,64
Estonia,France,2021,67
Austria,Switzerland,2017,1447
Austria,Switzerland,2018,1476
Austria,Switzerland,2019,1524
Austria,Switzerland,2020,1564
Austria,Switzerland,2021,1614
Denmark,Finland,2017,45
Denmark,Finland,2018,51
Denmark,Finland,2019,56
Denmark,Finland,2020,55
Denmark,Finland,2021,69
Finland,Andorra,2017,1
France,Jordan,2017,40
France,Jordan,2018,39
France,Jordan,2019,27
France,Jordan,2020,33
France,Jordan,2021,34
Germany,Chile,2017,34
Germany,Chile,2018,24
Germany,Chile,2019,42
Germany,Chile,2020,49
Germany,Chile,2021,45
Belarus,Hong Kong,2018,1
Belarus,Hong Kong,2019,1
Belarus,Hong Kong,2020,1
Belarus,Hong Kong,2021,2
Austria,Macao,2017,2
Austria,Macao,2019,2
Austria,Macao,2020,5
Austria,Macao,2021,1
Iceland,Japan,2017,26
Iceland,Japan,2018,21
Iceland,Japan,2019,19
Iceland,Japan,2020,17
Iceland,Japan,2021,8
Czechia,Croatia,2017,46
Czechia,Croatia,2018,44
Czechia,Croatia,2019,34
Czechia,Croatia,2020,20
Czechia,Croatia,2021,26
Germany,United Kingdom,2017,13220
Germany,United Kingdom,2018,13067
Germany,United Kingdom,2019,13232
Germany,United Kingdom,2020,12445
Germany,United Kingdom,2021,12013
Denmark,Belarus,2017,1
Denmark,Belarus,2018,2
Denmark,Belarus,2019,2
Denmark,Belarus,2020,2
Denmark,Belarus,2021,2
Denmark,Slovakia,2017,2
Denmark,Slovakia,2018,4
Denmark,Slovakia,2019,6
Denmark,Slovakia,2020,5
Denmark,Slovakia,2021,6
Germany,Mauritius,2017,5
Germany,Mauritius,2020,6
Germany,Mauritius,2021,10
Bosnia and Herzegovina,Austria,2017,3058.61667
Bosnia and Herzegovina,Austria,2018,3139.25
Bosnia and Herzegovina,Austria,2019,2904.28829
Bosnia and Herzegovina,Austria,2020,2831.23242
Bosnia and Herzegovina,Austria,2021,2735.34642
Czechia,Romania,2017,1
Czechia,Romania,2018,5
Czechia,Romania,2019,5
Czechia,Romania,2020,3
Czechia,Romania,2021,2
Austria,Greece,2017,30
Austria,Greece,2018,30
Austria,Greece,2019,26
Austria,Greece,2020,13
Austria,Greece,2021,14
France,Rwanda,2017,1
France,Rwanda,2018,1
France,Rwanda,2019,1
Albania,Brazil,2017,9
Albania,Brazil,2018,17
Albania,Brazil,2019,23
Albania,Brazil,2020,22
Albania,Brazil,2021,26
Albania,Cyprus,2017,12
Albania,Cyprus,2018,12
Albania,Cyprus,2019,10
Albania,Cyprus,2020,13
Albania,Cyprus,2021,11
Denmark,El Salvador,2018,1
Estonia,Republic of Moldova,2017,1
Estonia,Republic of Moldova,2018,1
Estonia,Republic of Moldova,2019,1
Estonia,Republic of Moldova,2020,1
France,Netherlands,2017,2044
France,Netherlands,2018,2426
France,Netherlands,2019,2609
Belgium,Australia,2017,136
Belgium,Australia,2018,164
Belgium,Australia,2019,188
Belgium,Australia,2020,170
Belgium,Australia,2021,161
Bosnia and Herzegovina,Azerbaijan,2017,3
Hungary,Lao People's Democratic Republic,2017,1
Bosnia and Herzegovina,Poland,2017,6
Bosnia and Herzegovina,Poland,2018,5
Bosnia and Herzegovina,Poland,2019,4
Bosnia and Herzegovina,Poland,2020,4
Bosnia and Herzegovina,Poland,2021,10
Bulgaria,Iceland,2017,6
Bulgaria,Iceland,2018,1
Bulgaria,Iceland,2019,1
Bulgaria,Iceland,2020,5
Bulgaria,Iceland,2021,5
Estonia,Saudi Arabia,2017,8
Estonia,Saudi Arabia,2018,8
Estonia,Saudi Arabia,2019,1
Albania,Jordan,2017,8
Albania,Jordan,2018,6
Albania,Jordan,2019,5
Albania,Jordan,2020,7
Albania,Jordan,2021,4
Belgium,Norway,2017,21
Belgium,Norway,2018,52
Belgium,Norway,2019,23
Belgium,Norway,2020,47
Belgium,Norway,2021,40
France,Bulgaria,2017,84
France,Bulgaria,2018,86
France,Bulgaria,2019,103
France,Bulgaria,2020,102
France,Bulgaria,2021,96
Albania,South Korea,2017,5
Albania,South Korea,2018,4
Albania,South Korea,2019,5
Albania,South Korea,2020,5
Albania,South Korea,2021,4
Belarus,Liechtenstein,2017,2
Belarus,Liechtenstein,2018,3
Belarus,Liechtenstein,2019,1
Belarus,Liechtenstein,2020,1
Croatia,Malaysia,2019,2
Croatia,Malaysia,2020,2
Croatia,Malaysia,2021,1
Czechia,South Africa,2017,4
Czechia,South Africa,2018,4
Czechia,South Africa,2019,2
Czechia,South Africa,2021,2
Croatia,Ireland,2017,25
Croatia,Ireland,2018,43
Croatia,Ireland,2019,55
Croatia,Ireland,2020,54
Croatia,Ireland,2021,70
Bosnia and Herzegovina,Germany,2017,708
Bosnia and Herzegovina,Germany,2018,805
Bosnia and Herzegovina,Germany,2019,816
Bosnia and Herzegovina,Germany,2020,1041
Bosnia and Herzegovina,Germany,2021,1118
Finland,Bulgaria,2017,13
Finland,Bulgaria,2018,20
Finland,Bulgaria,2019,29
Finland,Bulgaria,2020,33
Finland,Bulgaria,2021,35
France,Kazakhstan,2017,2
France,Kazakhstan,2018,3
France,Kazakhstan,2019,4
France,Kazakhstan,2020,5
Albania,Portugal,2017,6
Albania,Portugal,2018,11
Albania,Portugal,2019,10
Albania,Portugal,2020,12
Albania,Portugal,2021,10
Austria,Türkiye,2017,354
Austria,Türkiye,2018,419
Austria,Türkiye,2019,496
Austria,Türkiye,2020,576
Austria,Türkiye,2021,637
Denmark,France,2017,193
Denmark,France,2018,155
Denmark,France,2019,147
Denmark,France,2020,143
Denmark,France,2021,150
France,Mauritius,2017,125
France,Mauritius,2020,128
France,Mauritius,2021,136
Iceland,South Korea,2017,3
Iceland,South Korea,2018,2
Iceland,South Korea,2020,3
Iceland,South Korea,2021,3
Austria,Republic of Moldova,2017,1
Belarus,India,2017,4
Belarus,India,2018,1
Belarus,India,2020,2
Belarus,India,2021,1
Germany,United States of America,2017,6943.991
Germany,United States of America,2018,7039.69701
Germany,United States of America,2020,6822.56568
Germany,United States of America,2021,5360.61523
Albania,Georgia,2017,1
Hungary,Morocco,2017,1
Hungary,Morocco,2018,1
Hungary,Morocco,2019,1
Hungary,Morocco,2020,1
Hungary,Morocco,2021,1
Albania,South Africa,2017,3
Albania,South Africa,2018,3
Albania,South Africa,2019,3
Albania,South Africa,2020,3
Albania,South Africa,2021,1
Czechia,Australia,2017,511
Czechia,Australia,2018,509
Czechia,Australia,2019,477
Czechia,Australia,2020,376
Czechia,Australia,2021,336
Germany,Mongolia,2017,2
Germany,Mongolia,2018,3
Germany,Mongolia,2019,3
Greece,Qatar,2017,7
Greece,Qatar,2018,7
Greece,Qatar,2019,4
Greece,Qatar,2020,3
Greece,Qatar,2021,3
Estonia,Monaco,2020,1
Belgium,Jordan,2017,2
Belgium,Jordan,2019,3
Belgium,Jordan,2020,3
France,New Zealand,2017,317.54233
France,New Zealand,2018,323.33491
France,New Zealand,2019,335.23144
France,New Zealand,2020,244
France,New Zealand,2021,149.8443
Germany,Greece,2017,1555
Germany,Greece,2018,1457
Germany,Greece,2019,1102
Germany,Greece,2020,1178
Germany,Greece,2021,1265
Hungary,United Kingdom,2017,2099
Hungary,United Kingdom,2018,2209
Hungary,United Kingdom,2019,2379
Hungary,United Kingdom,2020,2522
Hungary,United Kingdom,2021,2638
Czechia,Norway,2017,33
Czechia,Norway,2018,60
Czechia,Norway,2019,34
Czechia,Norway,2020,33
Czechia,Norway,2021,30
Hungary,Latvia,2017,3
Hungary,Latvia,2018,3
Hungary,Latvia,2019,5
Hungary,Latvia,2020,4
Hungary,Latvia,2021,2
Andorra,Thailand,2020,4
Belgium,Cyprus,2017,11
Belgium,Cyprus,2018,8
Belgium,Cyprus,2019,6
Belgium,Cyprus,2020,9
Belgium,Cyprus,2021,12
Belgium,Austria,2017,174
Belgium,Austria,2018,190.73333
Belgium,Austria,2019,199.95333
Belgium,Austria,2020,223.62
Belgium,Austria,2021,250
Germany,El Salvador,2020,1
Belarus,Japan,2017,29
Belarus,Japan,2018,23
Belarus,Japan,2019,29
Belarus,Japan,2020,36
Belarus,Japan,2021,33
Belgium,Poland,2017,25
Belgium,Poland,2018,26
Belgium,Poland,2019,22
Belgium,Poland,2020,29
Belgium,Poland,2021,50
Finland,Malaysia,2017,14
Finland,Malaysia,2019,20
Finland,Malaysia,2020,8
Finland,Malaysia,2021,8
Albania,Kazakhstan,2017,6
Albania,Kazakhstan,2018,6
Albania,Kazakhstan,2019,6
Albania,Kazakhstan,2020,4
Austria,Colombia,2017,9
Austria,Colombia,2018,2
Austria,Colombia,2019,3
Belarus,Lithuania,2017,1152
Belarus,Lithuania,2018,962
Belarus,Lithuania,2019,882
Belarus,Lithuania,2020,822
Belarus,Lithuania,2021,920
Denmark,Tajikistan,2017,2
Greece,Ghana,2021,2
Croatia,Romania,2017,1
Croatia,Romania,2018,5
Croatia,Romania,2019,6
Croatia,Romania,2020,6
Croatia,Romania,2021,4
Hungary,Germany,2017,1798
Hungary,Germany,2018,2123
Hungary,Germany,2019,2082
Hungary,Germany,2020,2408
Hungary,Germany,2021,2336
Bosnia and Herzegovina,United Kingdom,2017,66
Bosnia and Herzegovina,United Kingdom,2018,58
Bosnia and Herzegovina,United Kingdom,2019,75
Bosnia and Herzegovina,United Kingdom,2020,79
Bosnia and Herzegovina,United Kingdom,2021,62
Croatia,Italy,2017,860
Croatia,Italy,2018,819
Croatia,Italy,2019,633
Croatia,Italy,2020,612
Croatia,Italy,2021,527
Greece,Brunei Darussalam,2017,1
Greece,Brunei Darussalam,2018,1
Greece,Brunei Darussalam,2019,1
Holy See,Austria,2017,5
Holy See,Austria,2018,5
Holy See,Austria,2019,6.5
Holy See,Austria,2020,5
Holy See,Austria,2021,7
Austria,France,2017,431
Austria,France,2018,318
Austria,France,2019,316
Austria,France,2020,324
Austria,France,2021,327
Finland,South Korea,2017,33
Finland,South Korea,2018,31
Finland,South Korea,2019,27
Finland,South Korea,2020,29
Finland,South Korea,2021,34
Austria,Saudi Arabia,2017,28
Austria,Saudi Arabia,2018,26
Austria,Saudi Arabia,2019,21
Austria,Saudi Arabia,2020,29
Austria,Saudi Arabia,2021,23
Denmark,Republic of Moldova,2017,2
Denmark,Republic of Moldova,2018,3
Denmark,Republic of Moldova,2019,4
Denmark,Republic of Moldova,2020,4
Denmark,Republic of Moldova,2021,3
France,Sweden,2017,482
France,Sweden,2018,521
France,Sweden,2019,521.02952
France,Sweden,2020,507.07444
France,Sweden,2021,490.01465
Iceland,Ireland,2017,8
Iceland,Ireland,2018,10
Iceland,Ireland,2019,8
Iceland,Ireland,2020,15
Iceland,Ireland,2021,15
Denmark,Czechia,2017,12
Denmark,Czechia,2018,15
Denmark,Czechia,2019,13
Denmark,Czechia,2020,10
Denmark,Czechia,2021,16
Germany,Estonia,2017,57
Germany,Estonia,2018,60
Germany,Estonia,2019,73
Germany,Estonia,2020,85
Germany,Estonia,2021,90
Croatia,South Africa,2017,4
Croatia,South Africa,2018,4
Croatia,South Africa,2019,6
Croatia,South Africa,2020,3
Croatia,South Africa,2021,4
Germany,Honduras,2017,1
Germany,Honduras,2018,1
Germany,Honduras,2019,2
Belgium,Bulgaria,2017,20
Belgium,Bulgaria,2018,25
Belgium,Bulgaria,2019,26
Belgium,Bulgaria,2020,32
Belgium,Bulgaria,2021,37
Bulgaria,United States of America,2017,857.67669
Bulgaria,United States of America,2018,729.81313
Bulgaria,United States of America,2020,646.47595
Bulgaria,United States of America,2021,562.81355
Greece,Australia,2017,257
Greece,Australia,2018,244
Greece,Australia,2019,246
Greece,Australia,2020,201
Greece,Australia,2021,167
Finland,Cyprus,2017,4
Finland,Cyprus,2018,2
Finland,Cyprus,2019,3
Finland,Cyprus,2020,2
Finland,Cyprus,2021,5
Czechia,Canada,2017,69
Czechia,Canada,2018,81.30574
Czechia,Canada,2019,60
Czechia,Canada,2020,63
Czechia,Canada,2021,48
Germany,Switzerland,2017,11266
Germany,Switzerland,2018,10996
Germany,Switzerland,2019,11020
Germany,Switzerland,2020,11185
Germany,Switzerland,2021,11623
Greece,Norway,2017,92
Greece,Norway,2018,133
Greece,Norway,2019,115
Greece,Norway,2020,125
Greece,Norway,2021,128
Czechia,Slovakia,2017,3955
Czechia,Slovakia,2018,3500
Czechia,Slovakia,2019,3323
Czechia,Slovakia,2020,3251
Czechia,Slovakia,2021,3196
Andorra,Switzerland,2017,4
Andorra,Switzerland,2018,4
Andorra,Switzerland,2019,3
Andorra,Switzerland,2020,5
Andorra,Switzerland,2021,6
Bulgaria,North Macedonia,2017,9
Bulgaria,North Macedonia,2018,18
Bulgaria,North Macedonia,2019,16
Bulgaria,North Macedonia,2020,12
Bulgaria,North Macedonia,2021,17
Croatia,Slovenia,2017,700
Croatia,Slovenia,2018,670
Croatia,Slovenia,2019,1009
Croatia,Slovenia,2020,986
Croatia,Slovenia,2021,1430
Denmark,Ecuador,2018,5
Denmark,Ecuador,2019,5
Denmark,Ecuador,2020,2
Iceland,Malaysia,2019,1
Iceland,Malaysia,2021,1
Bulgaria,Greece,2017,290
Bulgaria,Greece,2018,314
Bulgaria,Greece,2019,299
Bulgaria,Greece,2020,240
Bulgaria,Greece,2021,299
Estonia,Japan,2017,32
Estonia,Japan,2018,25
Estonia,Japan,2019,25
Estonia,Japan,2020,24
Estonia,Japan,2021,18
Finland,Brazil,2017,12
Finland,Brazil,2018,11
Finland,Brazil,2019,6
Finland,Brazil,2020,5
Finland,Brazil,2021,15
Germany,Finland,2017,585
Germany,Finland,2018,582
Germany,Finland,2019,645
Germany,Finland,2020,653
Germany,Finland,2021,766
Albania,Croatia,2017,9
Albania,Croatia,2018,6
Albania,Croatia,2019,8
Albania,Croatia,2020,12
Albania,Croatia,2021,14
Belgium,Netherlands,2017,3059
Belgium,Netherlands,2018,3349
Belgium,Netherlands,2019,3395
Finland,Malta,2017,13
Finland,Malta,2018,11
Finland,Malta,2019,12
Finland,Malta,2020,9
Finland,Malta,2021,13
Albania,Romania,2017,294
Albania,Romania,2018,349
Albania,Romania,2019,332
Albania,Romania,2020,375
Albania,Romania,2021,364
Hungary,Iceland,2017,9
Hungary,Iceland,2018,11
Hungary,Iceland,2019,14
Hungary,Iceland,2020,13
Hungary,Iceland,2021,15
Denmark,Saudi Arabia,2017,33
Denmark,Saudi Arabia,2018,31
Denmark,Saudi Arabia,2019,21
Denmark,Saudi Arabia,2020,28
Denmark,Saudi Arabia,2021,27
Croatia,New Zealand,2017,4
Croatia,New Zealand,2018,2
Croatia,New Zealand,2019,2
Croatia,New Zealand,2020,3
Croatia,New Zealand,2021,3
Belgium,Rwanda,2018,1
Belgium,Rwanda,2020,1
France,Denmark,2017,567
France,Denmark,2018,561
France,Denmark,2019,550
France,Denmark,2020,603
France,Denmark,2021,591
Germany,Belarus,2017,8
Germany,Belarus,2018,9
Germany,Belarus,2019,11
Germany,Belarus,2020,16
Germany,Belarus,2021,16
Holy See,Türkiye,2021,1
Hungary,Chile,2018,1
Hungary,Chile,2019,2
Hungary,Chile,2020,2
Hungary,Chile,2021,3
Belgium,Ecuador,2018,9
Belgium,Ecuador,2019,19
Belgium,Ecuador,2020,13
Denmark,Spain,2017,71
Denmark,Spain,2018,78
Denmark,Spain,2019,83
Denmark,Spain,2020,77
Denmark,Spain,2021,124
France,Latvia,2017,18
France,Latvia,2018,117
France,Latvia,2019,39
France,Latvia,2020,54
France,Latvia,2021,49
Albania,Luxembourg,2017,10
Albania,Luxembourg,2018,17
Albania,Luxembourg,2019,20
Albania,Luxembourg,2020,29
Albania,Luxembourg,2021,34
Bosnia and Herzegovina,Belgium,2017,22
Bosnia and Herzegovina,Belgium,2018,18
Bosnia and Herzegovina,Belgium,2019,19
Bosnia and Herzegovina,Belgium,2020,19
Bosnia and Herzegovina,Belgium,2021,19
Czechia,Russia,2017,22
Czechia,Russia,2018,24
Czechia,Russia,2019,29
Czechia,Russia,2020,38
Czechia,Russia,2021,52
Bulgaria,Estonia,2017,6
Bulgaria,Estonia,2018,5
Bulgaria,Estonia,2019,7
Bulgaria,Estonia,2020,3
Bulgaria,Estonia,2021,2
Czechia,Vietnam,2017,2
Czechia,Vietnam,2019,1
Czechia,Vietnam,2021,1
Austria,Liechtenstein,2017,284
Austria,Liechtenstein,2018,309
Austria,Liechtenstein,2019,319
Austria,Liechtenstein,2020,334
Austria,Liechtenstein,2021,329
Finland,Côte d'Ivoire,2019,1
Austria,Hungary,2017,158
Austria,Hungary,2018,193
Austria,Hungary,2019,139
Austria,Hungary,2020,164
Austria,Hungary,2021,160
Finland,Jordan,2017,6
Finland,Jordan,2018,2
Finland,Jordan,2019,1
Finland,Jordan,2020,1
Austria,Hong Kong,2017,3
Austria,Hong Kong,2018,6
Austria,Hong Kong,2019,7
Austria,Hong Kong,2020,5
Austria,Hong Kong,2021,5
Bosnia and Herzegovina,Chile,2020,1
Bosnia and Herzegovina,Chile,2021,1
Germany,Macao,2017,13
Germany,Macao,2018,18
Germany,Macao,2019,16
Germany,Macao,2020,6
Germany,Macao,2021,1
Bulgaria,Ireland,2017,17
Bulgaria,Ireland,2018,12
Bulgaria,Ireland,2019,27
Bulgaria,Ireland,2020,32
Bulgaria,Ireland,2021,44
Croatia,Bosnia and Herzegovina,2017,2926
Croatia,Bosnia and Herzegovina,2018,2736
Croatia,Bosnia and Herzegovina,2019,2720
Croatia,Bosnia and Herzegovina,2020,2188
Croatia,Bosnia and Herzegovina,2021,2279
Andorra,Canada,2017,6
Andorra,Canada,2018,3.21713
Andorra,Canada,2019,3
Andorra,Canada,2020,6
Andorra,Canada,2021,3
Bosnia and Herzegovina,Portugal,2017,2
Bosnia and Herzegovina,Portugal,2018,2
Bosnia and Herzegovina,Portugal,2019,6
Bosnia and Herzegovina,Portugal,2020,4
Bosnia and Herzegovina,Portugal,2021,4
Holy See,Ecuador,2018,2
Finland,Netherlands,2017,667
Finland,Netherlands,2018,845
Finland,Netherlands,2019,973
Germany,Panama,2019,8
Germany,Panama,2020,11
Germany,Panama,2021,7
Hungary,Lithuania,2017,4
Hungary,Lithuania,2018,7
Hungary,Lithuania,2019,7
Hungary,Lithuania,2020,6
Hungary,Lithuania,2021,10
Estonia,Iceland,2017,3
Estonia,Iceland,2018,2
Estonia,Iceland,2019,2
Estonia,Iceland,2020,6
Estonia,Iceland,2021,4
Iceland,Brazil,2017,5
Iceland,Brazil,2018,1
Iceland,Brazil,2019,1
Andorra,Slovakia,2021,1
Belgium,Malta,2017,8
Belgium,Malta,2018,11
Belgium,Malta,2019,13
Belgium,Malta,2020,15
Belgium,Malta,2021,13
Czechia,Macao,2017,1
Czechia,Macao,2018,1
Denmark,Türkiye,2017,44
Denmark,Türkiye,2018,50
Denmark,Türkiye,2019,78
Denmark,Türkiye,2020,95
Denmark,Türkiye,2021,118
Finland,Argentina,2017,14
Finland,Argentina,2018,13
Finland,Argentina,2019,8
Finland,Argentina,2020,12
Finland,Argentina,2021,16
Holy See,Spain,2019,1
Holy See,Spain,2020,1
Bosnia and Herzegovina,Latvia,2017,1
Bosnia and Herzegovina,Latvia,2018,4
Bosnia and Herzegovina,Latvia,2019,1
Bosnia and Herzegovina,Latvia,2020,2
Bosnia and Herzegovina,Latvia,2021,2
Croatia,Luxembourg,2017,14
Croatia,Luxembourg,2018,16
Croatia,Luxembourg,2019,14
Croatia,Luxembourg,2020,13
Croatia,Luxembourg,2021,12
Estonia,India,2019,2
Estonia,India,2020,2
Greece,Ukraine,2017,22
Greece,Ukraine,2018,19
Greece,Ukraine,2019,53
Greece,Ukraine,2020,76
Greece,Ukraine,2021,75
France,Belgium,2017,15967
France,Belgium,2018,14885
France,Belgium,2019,15441
France,Belgium,2020,18095
France,Belgium,2021,19063
Germany,Bahrain,2017,1
Germany,Bahrain,2018,1
Germany,Bahrain,2019,2
Germany,Bahrain,2020,2
Germany,Bahrain,2021,1
Finland,Serbia,2017,4
Finland,Serbia,2018,3
Finland,Serbia,2019,4
Finland,Serbia,2021,1
Andorra,Dominican Republic,2020,1
Andorra,Dominican Republic,2021,2
Germany,Thailand,2020,176
Albania,New Zealand,2017,2
Albania,New Zealand,2018,2
Finland,Indonesia,2017,4
Finland,Indonesia,2018,4
Bulgaria,Mongolia,2019,1
Bosnia and Herzegovina,Denmark,2017,53
Bosnia and Herzegovina,Denmark,2018,61
Bosnia and Herzegovina,Denmark,2019,52
Bosnia and Herzegovina,Denmark,2020,41
Bosnia and Herzegovina,Denmark,2021,46
Bulgaria,Belarus,2017,2
Bulgaria,Belarus,2018,1
Bulgaria,Belarus,2019,1
Bulgaria,Belarus,2020,2
Bulgaria,Belarus,2021,1
France,Armenia,2017,6
France,Armenia,2018,2
France,Armenia,2019,14
France,Armenia,2020,14
France,Armenia,2021,8
Greece,Cuba,2017,1
Greece,Cuba,2018,1
Greece,Cuba,2019,1
Greece,Cuba,2020,1
Greece,Cuba,2021,1
Greece,Russia,2017,146
Greece,Russia,2018,156
Greece,Russia,2019,136
Greece,Russia,2020,176
Greece,Russia,2021,153
France,Egypt,2020,18
