source,destination,time,students
"Nigeria","Nigeria",2019,..
"Nigeria","Nigeria",2020,..
"Nigeria","Nigeria",2021,..
"Nigeria","Niue",2017,..
"Nigeria","Niue",2018,..
"Nigeria","Niue",2019,..
"Nigeria","Niue",2020,..
"Nigeria","Niue",2021,..
"Nigeria","Norfolk Island",2017,..
"Nigeria","Norfolk Island",2018,..
"Nigeria","Norfolk Island",2019,..
"Nigeria","Norfolk Island",2020,..
"Nigeria","Norfolk Island",2021,..
"Nigeria","North Macedonia",2017,..
"Nigeria","North Macedonia",2018,..
"Nigeria","North Macedonia",2019,3
"Nigeria","North Macedonia",2020,..
"Nigeria","North Macedonia",2021,..
"Nigeria","Northern Mariana Islands",2017,..
"Nigeria","Northern Mariana Islands",2018,..
"Nigeria","Northern Mariana Islands",2019,..
"Nigeria","Northern Mariana Islands",2020,..
"Nigeria","Northern Mariana Islands",2021,..
"Nigeria","Norway",2017,128
"Nigeria","Norway",2018,142
"Nigeria","Norway",2019,100
"Nigeria","Norway",2020,133
"Nigeria","Norway",2021,177
"Nigeria","Oman",2017,21
"Nigeria","Oman",2018,19
"Nigeria","Oman",2019,22
"Nigeria","Oman",2020,14
"Nigeria","Oman",2021,13
"Nigeria","Pakistan",2017,..
"Nigeria","Pakistan",2018,..
"Nigeria","Pakistan",2019,..
"Nigeria","Pakistan",2020,..
"Nigeria","Pakistan",2021,..
"Nigeria","Palau",2017,..
"Nigeria","Palau",2018,..
"Nigeria","Palau",2019,..
"Nigeria","Palau",2020,..
"Nigeria","Palau",2021,..
"Nigeria","Palestine",2017,..
"Nigeria","Palestine",2018,..
"Nigeria","Palestine",2019,..
"Nigeria","Palestine",2020,..
"Nigeria","Palestine",2021,..
"Nigeria","Panama",2017,..
"Nigeria","Panama",2018,..
"Nigeria","Panama",2019,..
"Nigeria","Panama",2020,..
"Nigeria","Panama",2021,..
"Nigeria","Papua New Guinea",2017,..
"Nigeria","Papua New Guinea",2018,..
"Nigeria","Papua New Guinea",2019,..
"Nigeria","Papua New Guinea",2020,..
"Nigeria","Papua New Guinea",2021,..
"Nigeria","Paraguay",2017,..
"Nigeria","Paraguay",2018,..
"Nigeria","Paraguay",2019,..
"Nigeria","Paraguay",2020,..
"Nigeria","Paraguay",2021,..
"Nigeria","Peru",2017,..
"Nigeria","Peru",2018,..
"Nigeria","Peru",2019,..
"Nigeria","Peru",2020,..
"Nigeria","Peru",2021,..
"Nigeria","Philippines",2017,..
"Nigeria","Philippines",2018,..
"Nigeria","Philippines",2019,..
"Nigeria","Philippines",2020,..
"Nigeria","Philippines",2021,..
"Nigeria","Pitcairn",2017,..
"Nigeria","Pitcairn",2018,..
"Nigeria","Pitcairn",2019,..
"Nigeria","Pitcairn",2020,..
"Nigeria","Pitcairn",2021,..
"Nigeria","Poland",2017,224
"Nigeria","Poland",2018,227
"Nigeria","Poland",2019,250
"Nigeria","Poland",2020,495
"Nigeria","Poland",2021,983
"Nigeria","Portugal",2017,82
"Nigeria","Portugal",2018,82
"Nigeria","Portugal",2019,79
"Nigeria","Portugal",2020,89
"Nigeria","Portugal",2021,132
"Nigeria","Puerto Rico",2017,..
"Nigeria","Puerto Rico",2018,..
"Nigeria","Puerto Rico",2019,..
"Nigeria","Puerto Rico",2020,..
"Nigeria","Puerto Rico",2021,..
"Nigeria","Qatar",2017,29
"Nigeria","Qatar",2018,29
"Nigeria","Qatar",2019,44
"Nigeria","Qatar",2020,46
"Nigeria","Qatar",2021,45
"Nigeria","South Korea",2017,180
"Nigeria","South Korea",2018,209
"Nigeria","South Korea",2019,220
"Nigeria","South Korea",2020,258
"Nigeria","South Korea",2021,263
"Nigeria","Republic of Moldova",2017,2
"Nigeria","Republic of Moldova",2018,..
"Nigeria","Republic of Moldova",2019,..
"Nigeria","Republic of Moldova",2020,9
"Nigeria","Republic of Moldova",2021,24
"Nigeria","Réunion",2017,..
"Nigeria","Réunion",2018,..
"Nigeria","Réunion",2019,..
"Nigeria","Réunion",2020,..
"Nigeria","Réunion",2021,..
"Nigeria","Romania",2017,466
"Nigeria","Romania",2018,322
"Nigeria","Romania",2019,278
"Nigeria","Romania",2020,201
"Nigeria","Romania",2021,191
"Nigeria","Russia",2017,1155
"Nigeria","Russia",2018,1149
"Nigeria","Russia",2019,1090
"Nigeria","Russia",2020,1768
"Nigeria","Russia",2021,1712
"Nigeria","Rwanda",2017,17
"Nigeria","Rwanda",2018,50
"Nigeria","Rwanda",2019,72
"Nigeria","Rwanda",2020,69
"Nigeria","Rwanda",2021,..
"Nigeria","Saint Helena",2017,..
"Nigeria","Saint Helena",2018,..
"Nigeria","Saint Helena",2019,..
"Nigeria","Saint Helena",2020,..
"Nigeria","Saint Helena",2021,..
"Nigeria","Saint Kitts and Nevis",2017,..
"Nigeria","Saint Kitts and Nevis",2018,..
"Nigeria","Saint Kitts and Nevis",2019,..
"Nigeria","Saint Kitts and Nevis",2020,..
"Nigeria","Saint Kitts and Nevis",2021,..
"Nigeria","Saint Lucia",2017,89
"Nigeria","Saint Lucia",2018,33
"Nigeria","Saint Lucia",2019,27
"Nigeria","Saint Lucia",2020,24
"Nigeria","Saint Lucia",2021,..
"Nigeria","Saint Pierre and Miquelon",2017,..
"Nigeria","Saint Pierre and Miquelon",2018,..
"Nigeria","Saint Pierre and Miquelon",2019,..
"Nigeria","Saint Pierre and Miquelon",2020,..
"Nigeria","Saint Pierre and Miquelon",2021,..
"Nigeria","Saint Vincent and the Grenadines",2017,..
"Nigeria","Saint Vincent and the Grenadines",2018,..
"Nigeria","Saint Vincent and the Grenadines",2019,..
"Nigeria","Saint Vincent and the Grenadines",2020,..
"Nigeria","Saint Vincent and the Grenadines",2021,..
"Nigeria","Saint Barthélemy",2017,..
"Nigeria","Saint Barthélemy",2018,..
"Nigeria","Saint Barthélemy",2019,..
"Nigeria","Saint Barthélemy",2020,..
"Nigeria","Saint Barthélemy",2021,..
"Nigeria","Saint-Martin (French part)",2017,..
"Nigeria","Saint-Martin (French part)",2018,..
"Nigeria","Saint-Martin (French part)",2019,..
"Nigeria","Saint-Martin (French part)",2020,..
"Nigeria","Saint-Martin (French part)",2021,..
"Nigeria","Samoa",2017,..
"Nigeria","Samoa",2018,..
"Nigeria","Samoa",2019,..
"Nigeria","Samoa",2020,..
"Nigeria","Samoa",2021,..
"Nigeria","San Marino",2017,..
"Nigeria","San Marino",2018,..
"Nigeria","San Marino",2019,..
"Nigeria","San Marino",2020,..
"Nigeria","San Marino",2021,..
"Nigeria","Sao Tome and Principe",2017,..
"Nigeria","Sao Tome and Principe",2018,..
"Nigeria","Sao Tome and Principe",2019,..
"Nigeria","Sao Tome and Principe",2020,..
"Nigeria","Sao Tome and Principe",2021,..
"Nigeria","Saudi Arabia",2017,2045
"Nigeria","Saudi Arabia",2018,1943
"Nigeria","Saudi Arabia",2019,1049
"Nigeria","Saudi Arabia",2020,1099
"Nigeria","Saudi Arabia",2021,1222
"Nigeria","Senegal",2017,54
"Nigeria","Senegal",2018,..
"Nigeria","Senegal",2019,82
"Nigeria","Senegal",2020,92
"Nigeria","Senegal",2021,104
"Nigeria","Serbia",2017,10
"Nigeria","Serbia",2018,12
"Nigeria","Serbia",2019,13
"Nigeria","Serbia",2020,14
"Nigeria","Serbia",2021,11
"Nigeria","Seychelles",2017,..
"Nigeria","Seychelles",2018,..
"Nigeria","Seychelles",2019,..
"Nigeria","Seychelles",2020,..
"Nigeria","Seychelles",2021,..
"Nigeria","Sierra Leone",2017,..
"Nigeria","Sierra Leone",2018,..
"Nigeria","Sierra Leone",2019,..
"Nigeria","Sierra Leone",2020,..
"Nigeria","Sierra Leone",2021,..
"Nigeria","Singapore",2017,..
"Nigeria","Singapore",2018,..
"Nigeria","Singapore",2019,..
"Nigeria","Singapore",2020,..
"Nigeria","Singapore",2021,..
"Nigeria","Sint Maarten (Dutch part)",2017,..
"Nigeria","Sint Maarten (Dutch part)",2018,..
"Nigeria","Sint Maarten (Dutch part)",2019,..
"Nigeria","Sint Maarten (Dutch part)",2020,..
"Nigeria","Sint Maarten (Dutch part)",2021,..
"Nigeria","Slovakia",2017,..
"Nigeria","Slovakia",2018,5
"Nigeria","Slovakia",2019,9
"Nigeria","Slovakia",2020,14
"Nigeria","Slovakia",2021,23
"Nigeria","Slovenia",2017,5
"Nigeria","Slovenia",2018,6
"Nigeria","Slovenia",2019,8
"Nigeria","Slovenia",2020,6
"Nigeria","Slovenia",2021,15
"Nigeria","Solomon Islands",2017,..
"Nigeria","Solomon Islands",2018,..
"Nigeria","Solomon Islands",2019,..
"Nigeria","Solomon Islands",2020,..
"Nigeria","Solomon Islands",2021,..
"Nigeria","Somalia",2017,..
"Nigeria","Somalia",2018,..
"Nigeria","Somalia",2019,..
"Nigeria","Somalia",2020,..
"Nigeria","Somalia",2021,..
"Nigeria","South Africa",2017,3142
"Nigeria","South Africa",2018,3142
"Nigeria","South Africa",2019,2990
"Nigeria","South Africa",2020,2661
"Nigeria","South Africa",2021,2521
"Nigeria","South Sudan",2017,..
"Nigeria","South Sudan",2018,..
"Nigeria","South Sudan",2019,..
"Nigeria","South Sudan",2020,..
"Nigeria","South Sudan",2021,..
"Nigeria","Spain",2017,65
"Nigeria","Spain",2018,101
"Nigeria","Spain",2019,122
"Nigeria","Spain",2020,136
"Nigeria","Spain",2021,160
"Nigeria","Sri Lanka",2017,19
"Nigeria","Sri Lanka",2018,11
"Nigeria","Sri Lanka",2019,..
"Nigeria","Sri Lanka",2020,4
"Nigeria","Sri Lanka",2021,4
"Nigeria","Sudan",2017,..
"Nigeria","Sudan",2018,..
"Nigeria","Sudan",2019,..
"Nigeria","Sudan",2020,..
"Nigeria","Sudan",2021,..
"Nigeria","Sudan (pre-secession)",2017,..
"Nigeria","Sudan (pre-secession)",2018,..
"Nigeria","Sudan (pre-secession)",2019,..
"Nigeria","Sudan (pre-secession)",2020,..
"Nigeria","Sudan (pre-secession)",2021,..
"Nigeria","Suriname",2017,..
"Nigeria","Suriname",2018,..
"Nigeria","Suriname",2019,..
"Nigeria","Suriname",2020,..
"Nigeria","Suriname",2021,..
"Nigeria","Svalbard and Jan Mayen Islands",2017,..
"Nigeria","Svalbard and Jan Mayen Islands",2018,..
"Nigeria","Svalbard and Jan Mayen Islands",2019,..
"Nigeria","Svalbard and Jan Mayen Islands",2020,..
"Nigeria","Svalbard and Jan Mayen Islands",2021,..
"Nigeria","Sweden",2017,123
"Nigeria","Sweden",2018,139
"Nigeria","Sweden",2019,156.09747
"Nigeria","Sweden",2020,212.23227
"Nigeria","Sweden",2021,295.29588
"Nigeria","Switzerland",2017,70
"Nigeria","Switzerland",2018,62
"Nigeria","Switzerland",2019,71
"Nigeria","Switzerland",2020,76
"Nigeria","Switzerland",2021,79
"Nigeria","Syrian Arab Republic",2017,..
"Nigeria","Syrian Arab Republic",2018,..
"Nigeria","Syrian Arab Republic",2019,..
"Nigeria","Syrian Arab Republic",2020,..
"Nigeria","Syrian Arab Republic",2021,..
"Nigeria","Tajikistan",2017,..
"Nigeria","Tajikistan",2018,..
"Nigeria","Tajikistan",2019,..
"Nigeria","Tajikistan",2020,..
"Nigeria","Tajikistan",2021,..
"Nigeria","Thailand",2017,..
"Nigeria","Thailand",2018,..
"Nigeria","Thailand",2019,..
"Nigeria","Thailand",2020,138
"Nigeria","Thailand",2021,..
"Nigeria","Timor-Leste",2017,..
"Nigeria","Timor-Leste",2018,..
"Nigeria","Timor-Leste",2019,..
"Nigeria","Timor-Leste",2020,..
"Nigeria","Timor-Leste",2021,..
"Nigeria","Togo",2017,..
"Nigeria","Togo",2018,..
"Nigeria","Togo",2019,..
"Nigeria","Togo",2020,..
"Nigeria","Togo",2021,123
"Nigeria","Tokelau",2017,..
"Nigeria","Tokelau",2018,..
"Nigeria","Tokelau",2019,..
"Nigeria","Tokelau",2020,..
"Nigeria","Tokelau",2021,..
"Nigeria","Tonga",2017,..
"Nigeria","Tonga",2018,..
"Nigeria","Tonga",2019,..
"Nigeria","Tonga",2020,..
"Nigeria","Tonga",2021,..
"Nigeria","Trinidad and Tobago",2017,..
"Nigeria","Trinidad and Tobago",2018,..
"Nigeria","Trinidad and Tobago",2019,42
"Nigeria","Trinidad and Tobago",2020,..
"Nigeria","Trinidad and Tobago",2021,51
"Nigeria","Tunisia",2017,88
"Nigeria","Tunisia",2018,17
"Nigeria","Tunisia",2019,..
"Nigeria","Tunisia",2020,43
"Nigeria","Tunisia",2021,..
"Nigeria","Türkiye",2017,1287
"Nigeria","Türkiye",2018,1296
"Nigeria","Türkiye",2019,1562
"Nigeria","Türkiye",2020,2208
"Nigeria","Türkiye",2021,3174
"Nigeria","Turkmenistan",2017,..
"Nigeria","Turkmenistan",2018,..
"Nigeria","Turkmenistan",2019,..
"Nigeria","Turkmenistan",2020,..
"Nigeria","Turkmenistan",2021,..
"Nigeria","Turks and Caicos Islands",2017,..
"Nigeria","Turks and Caicos Islands",2018,..
"Nigeria","Turks and Caicos Islands",2019,..
"Nigeria","Turks and Caicos Islands",2020,..
"Nigeria","Turks and Caicos Islands",2021,..
"Nigeria","Tuvalu",2017,..
"Nigeria","Tuvalu",2018,..
"Nigeria","Tuvalu",2019,..
"Nigeria","Tuvalu",2020,..
"Nigeria","Tuvalu",2021,..
"Nigeria","Uganda",2017,..
"Nigeria","Uganda",2018,..
"Nigeria","Uganda",2019,..
"Nigeria","Uganda",2020,..
"Nigeria","Uganda",2021,..
"Nigeria","Ukraine",2017,3035
"Nigeria","Ukraine",2018,2742
"Nigeria","Ukraine",2019,2882
"Nigeria","Ukraine",2020,3302
"Nigeria","Ukraine",2021,3842
"Nigeria","United Arab Emirates",2017,..
"Nigeria","United Arab Emirates",2018,..
"Nigeria","United Arab Emirates",2019,..
"Nigeria","United Arab Emirates",2020,..
"Nigeria","United Arab Emirates",2021,..
"Nigeria","United Kingdom",2017,12642
"Nigeria","United Kingdom",2018,10524
"Nigeria","United Kingdom",2019,10796
"Nigeria","United Kingdom",2020,12977
"Nigeria","United Kingdom",2021,21241
"Nigeria","United Republic of Tanzania",2017,..
"Nigeria","United Republic of Tanzania",2018,..
"Nigeria","United Republic of Tanzania",2019,..
"Nigeria","United Republic of Tanzania",2020,..
"Nigeria","United Republic of Tanzania",2021,22
"Nigeria","United States of America",2017,11993.98201
"Nigeria","United States of America",2018,12761.09734
"Nigeria","United States of America",2019,..
"Nigeria","United States of America",2020,13151.16795
"Nigeria","United States of America",2021,12253.60888
"Nigeria","United States Virgin Islands",2017,..
"Nigeria","United States Virgin Islands",2018,..
"Nigeria","United States Virgin Islands",2019,..
"Nigeria","United States Virgin Islands",2020,..
"Nigeria","United States Virgin Islands",2021,..
"Nigeria","Uruguay",2017,..
"Nigeria","Uruguay",2018,..
"Nigeria","Uruguay",2019,..
"Nigeria","Uruguay",2020,..
"Nigeria","Uruguay",2021,..
"Nigeria","Uzbekistan",2017,..
"Nigeria","Uzbekistan",2018,..
"Nigeria","Uzbekistan",2019,..
"Nigeria","Uzbekistan",2020,..
"Nigeria","Uzbekistan",2021,..
"Nigeria","Vanuatu",2017,..
"Nigeria","Vanuatu",2018,..
"Nigeria","Vanuatu",2019,..
"Nigeria","Vanuatu",2020,..
"Nigeria","Vanuatu",2021,..
"Nigeria","Venezuela (Bolivarian Republic of)",2017,..
"Nigeria","Venezuela (Bolivarian Republic of)",2018,..
"Nigeria","Venezuela (Bolivarian Republic of)",2019,..
"Nigeria","Venezuela (Bolivarian Republic of)",2020,..
"Nigeria","Venezuela (Bolivarian Republic of)",2021,..
"Nigeria","Viet Nam",2017,5
"Nigeria","Viet Nam",2018,..
"Nigeria","Viet Nam",2019,22
"Nigeria","Viet Nam",2020,39
"Nigeria","Viet Nam",2021,43
"Nigeria","Wallis and Futuna Islands",2017,..
"Nigeria","Wallis and Futuna Islands",2018,..
"Nigeria","Wallis and Futuna Islands",2019,..
"Nigeria","Wallis and Futuna Islands",2020,..
"Nigeria","Wallis and Futuna Islands",2021,..
"Nigeria","Western Sahara",2017,..
"Nigeria","Western Sahara",2018,..
"Nigeria","Western Sahara",2019,..
"Nigeria","Western Sahara",2020,..
"Nigeria","Western Sahara",2021,..
"Nigeria","Yemen",2017,..
"Nigeria","Yemen",2018,..
"Nigeria","Yemen",2019,..
"Nigeria","Yemen",2020,..
"Nigeria","Yemen",2021,..
"Nigeria","Zambia",2017,..
"Nigeria","Zambia",2018,..
"Nigeria","Zambia",2019,..
"Nigeria","Zambia",2020,..
"Nigeria","Zambia",2021,..
"Nigeria","Zimbabwe",2017,..
"Nigeria","Zimbabwe",2018,..
"Nigeria","Zimbabwe",2019,..
"Nigeria","Zimbabwe",2020,..
"Nigeria","Zimbabwe",2021,..
"United States of America","Afghanistan",2017,..
"United States of America","Afghanistan",2018,..
"United States of America","Afghanistan",2019,..
"United States of America","Afghanistan",2020,..
"United States of America","Afghanistan",2021,..
"United States of America","Åland Islands",2017,..
"United States of America","Åland Islands",2018,..
"United States of America","Åland Islands",2019,..
"United States of America","Åland Islands",2020,..
"United States of America","Åland Islands",2021,..
"United States of America","Albania",2017,..
"United States of America","Albania",2018,..
"United States of America","Albania",2019,..
"United States of America","Albania",2020,..
"United States of America","Albania",2021,..
"United States of America","Algeria",2017,..
"United States of America","Algeria",2018,..
"United States of America","Algeria",2019,..
"United States of America","Algeria",2020,..
"United States of America","Algeria",2021,..
"United States of America","American Samoa",2017,..
"United States of America","American Samoa",2018,..
"United States of America","American Samoa",2019,..
"United States of America","American Samoa",2020,..
"United States of America","American Samoa",2021,..
"United States of America","Andorra",2017,2
"United States of America","Andorra",2018,..
"United States of America","Andorra",2019,1
"United States of America","Andorra",2020,..
"United States of America","Andorra",2021,..
"United States of America","Angola",2017,..
"United States of America","Angola",2018,..
"United States of America","Angola",2019,..
"United States of America","Angola",2020,..
"United States of America","Angola",2021,..
"United States of America","Anguilla",2017,..
"United States of America","Anguilla",2018,..
"United States of America","Anguilla",2019,..
"United States of America","Anguilla",2020,..
"United States of America","Anguilla",2021,..
"United States of America","Antigua and Barbuda",2017,..
"United States of America","Antigua and Barbuda",2018,..
"United States of America","Antigua and Barbuda",2019,..
"United States of America","Antigua and Barbuda",2020,..
"United States of America","Antigua and Barbuda",2021,..
"United States of America","Argentina",2017,2362
"United States of America","Argentina",2018,4071
"United States of America","Argentina",2019,3222
"United States of America","Argentina",2020,5777
"United States of America","Argentina",2021,1731
"United States of America","Armenia",2017,22
"United States of America","Armenia",2018,22
"United States of America","Armenia",2019,29
"United States of America","Armenia",2020,15
"United States of America","Armenia",2021,39
"United States of America","Aruba",2017,..
"United States of America","Aruba",2018,..
"United States of America","Aruba",2019,..
"United States of America","Aruba",2020,..
"United States of America","Aruba",2021,..
"United States of America","Australia",2017,2925
"United States of America","Australia",2018,3042
"United States of America","Australia",2019,3363
"United States of America","Australia",2020,2982
"United States of America","Australia",2021,2495
"United States of America","Austria",2017,705.04524
"United States of America","Austria",2018,731.84286
"United States of America","Austria",2019,789.81249
"United States of America","Austria",2020,820.45843
"United States of America","Austria",2021,914.45428
"United States of America","Azerbaijan",2017,7
"United States of America","Azerbaijan",2018,21
"United States of America","Azerbaijan",2019,9
"United States of America","Azerbaijan",2020,4
"United States of America","Azerbaijan",2021,5
"United States of America","Bahamas",2017,..
"United States of America","Bahamas",2018,..
"United States of America","Bahamas",2019,..
"United States of America","Bahamas",2020,..
"United States of America","Bahamas",2021,..
"United States of America","Bahrain",2017,54
"United States of America","Bahrain",2018,95
"United States of America","Bahrain",2019,109
"United States of America","Bahrain",2020,109
"United States of America","Bahrain",2021,103
"United States of America","Bangladesh",2017,..
"United States of America","Bangladesh",2018,..
"United States of America","Bangladesh",2019,..
"United States of America","Bangladesh",2020,..
"United States of America","Bangladesh",2021,..
"United States of America","Barbados",2017,..
"United States of America","Barbados",2018,..
"United States of America","Barbados",2019,..
"United States of America","Barbados",2020,..
"United States of America","Barbados",2021,..
"United States of America","Belarus",2017,8
"United States of America","Belarus",2018,7
"United States of America","Belarus",2019,12
"United States of America","Belarus",2020,12
"United States of America","Belarus",2021,7
"United States of America","Belgium",2017,425
"United States of America","Belgium",2018,162
"United States of America","Belgium",2019,435
"United States of America","Belgium",2020,520
"United States of America","Belgium",2021,538
"United States of America","Belize",2017,..
"United States of America","Belize",2018,..
"United States of America","Belize",2019,..
"United States of America","Belize",2020,..
"United States of America","Belize",2021,..
"United States of America","Benin",2017,..
"United States of America","Benin",2018,..
"United States of America","Benin",2019,..
"United States of America","Benin",2020,1
"United States of America","Benin",2021,..
"United States of America","Bermuda",2017,..
"United States of America","Bermuda",2018,4
"United States of America","Bermuda",2019,..
"United States of America","Bermuda",2020,..
"United States of America","Bermuda",2021,..
"United States of America","Bhutan",2017,..
"United States of America","Bhutan",2018,..
"United States of America","Bhutan",2019,..
"United States of America","Bhutan",2020,..
"United States of America","Bhutan",2021,80
"United States of America","Bolivia (Plurinational State of)",2017,..
"United States of America","Bolivia (Plurinational State of)",2018,..
"United States of America","Bolivia (Plurinational State of)",2019,..
"United States of America","Bolivia (Plurinational State of)",2020,..
"United States of America","Bolivia (Plurinational State of)",2021,..
"United States of America","Bosnia and Herzegovina",2017,11
"United States of America","Bosnia and Herzegovina",2018,14
"United States of America","Bosnia and Herzegovina",2019,17
"United States of America","Bosnia and Herzegovina",2020,8
"United States of America","Bosnia and Herzegovina",2021,9
"United States of America","Botswana",2017,18
"United States of America","Botswana",2018,..
"United States of America","Botswana",2019,10
"United States of America","Botswana",2020,2
"United States of America","Botswana",2021,1
"United States of America","Brazil",2017,638
"United States of America","Brazil",2018,641
"United States of America","Brazil",2019,679
"United States of America","Brazil",2020,743
"United States of America","Brazil",2021,803
